corpus: preloaded/bawe2
subcorpus: -
size: 1638
query: Query:[lc="run" | lemma_lc="run"]
Case study | give fast and direct access locally, nationally and from Europe. </s><s> Oxford has rail services to London Paddington that run twice an hour during the day (Oxford Online, 2004a). </s><s> What is more, there are 24-hour express and frequent coaches 
Essay | of ceremony; there is a call and response chant between the harvester and the assembled crowd, many of whom will have run into the village to witness the event. </s><s> At various stages throughout the festivities the yams are placed in piles of a 
Literature survey | and the enjambement, especially as the lines get smaller, means the rhythm trips along like the 'white moonlight' running down the funnels. </s><s> The commas that interrupt the third line break up the rhythm to sound like the dripping moonlight, and 
Literature survey | praise. John HoskynsMockado, Fustian, and Motley Sweet semi-circled Cynthia played at maw, The whilst Endymion ran the wild-goose chase: Great Bacchus with his cross-bow killed a daw, And sullen Saturn smiled with pleasant face: The 
Literature survey | stroll by night. They both collect inside themselves the white moon- light, so clear, so calm, so bright, which then runs down the runnels of these funnels, making their woodland way much brighter, und so weit- er. Christian Morgenstern ( 
Proposal | within the general fiction market. </s><s> The crime fiction in the Bestsellers list employ many different styles, with 'Dead Run ' by P.J. Tracy focusing on the thriller aspect, whereas 'The Da Vinci Code' by Dan Brown is primarily about the 
Proposal | men, between the ages of 25-45, and will hopefully attract a broader range of person. </s><s> The title relates to the vein that runs from the wedding ring finger to the heart. </s><s> This is relevant as severed ring fingers are delivered to the protagonist. </s> 
Empathy writing + Narrative recount + Narrative recount | before it really started to rain. </s><s> Slowly but surely, heavy raindrops hit him more and more frequently. </s><s> He started to run , his futile attempt to avoid getting soaked before he arrived, but when he pushed the steamy glass door open and stepped 
Empathy writing + Narrative recount + Narrative recount | before it really started to rain. </s><s> Slowly but surely, heavy raindrops hit him more and more frequently. </s><s> He started to run , his futile attempt to avoid getting soaked before he arrived, but when he pushed the steamy glass door open and stepped 
Explanation + Explanation + Explanation + Explanation | to upper class man. </s><s> In contrast to both Zest and Men's Health, Runner's World is a more specific magazine, focusing on running and related health and fitness issues. </s><s> It has a circulation of 83,527, and a readership of 317,000, 118,000 of which are 
Methodology recount | explains how higher power is obtained in his book 'Engineering Fundamentals of the Internal Combustion Engine', "by running a lean mixture flame speed is slow, and combustion lasts well past Top Dead Centre (TDC). </s><s> This keeps the pressure high 
Critique | on stability of two configurations, that is the mechanism is able change from open to closed configuration whilst running , this is indicated by the quadratic roots being real and repeated. </s><s> Lastly if the quadratic roots are complex 
Methodology recount | 4.5 - Applied Edge Conditions to FEA ModelsCurved Plate <s> A curve plate was modelled in the FE package, and an analysis run to investigate the effects on the natural frequency and mode shapes that the addition of a curve has on the flat plate 
